2 4 5 1
44 37 58 2
17 3 66 1
26 36 31 1
30 13 31 1
42 1 10 2
9 12 3 0
66 52 62 2
1 9 2 1
29 1 3 0
0 3 67 1
12 26 27 2
26 4 5 2
56 25 59 2
44 29 59 2
25 3 5 1
6 9 5 0
49 1 12 1
57 0 6 0
16 3 46 2
33 25 20 1
17 17 3 2
40 10 54 2
37 25 20 1
67 4 6 2
12 2 4 0
15 8 7 1
28 50 4 1
16 12 5 1
76 1 12 1
3 9 5 1
21 7 67 1
71 26 4 1
60 29 55 0
14 8 40 0
61 26 4 2
33 51 68 1
37 3 45 1
12 4 5 1
43 10 35 0
4 4 65 0
41 10 54 2
13 43 5 1
76 11 6 2
14 3 66 0
27 6 64 1
37 51 68 2
39 26 4 2
19 4 5 1
10 38 4 2
29 3 5 0
17 8 39 1
78 29 6 1
62 52 62 1
29 9 13 0
42 29 55 2
12 1 12 2
27 4 6 2
74 8 24 1
39 10 64 1
5 0 7 1
26 9 4 1
83 29 21 1
13 6 65 1
40 10 64 1
84 26 4 2
19 1 65 1
5 2 38 1
15 17 4 1
72 41 5 1
81 2 3 2
13 1 12 1
17 38 3 2
68 19 23 2
21 17 4 1
50 30 6 1
13 4 37 1
19 25 6 1
31 12 5 1
29 1 16 0
83 21 4 1
33 32 6 2
47 1 11 2
7 18 5 2
57 29 6 1
51 50 31 0
41 51 68 2
43 32 6 1
16 1 14 1
55 9 29 1
7 3 66 1
64 52 62 1
19 26 4 2
34 61 4 0
60 19 21 0
9 8 18 1
31 4 6 2
9 1 9 1
21 12 3 2
59 61 4 2
37 29 55 1
14 1 12 1
14 0 1 1
27 9 5 0
51 2 37 1
13 3 5 0
71 26 27 1
31 2 34 1
78 37 58 2
2 7 66 1
56 29 59 2
17 40 4 1
69 20 10 1
63 53 60 1
6 5 6 1
58 33 10 1
73 1 10 0
37 24 59 1
6 8 15 1
44 29 23 2
82 3 46 1
77 4 6 2
83 4 6 2
3 8 15 2
73 8 6 2
18 43 5 1
72 26 27 1
8 1 15 1
5 29 6 0
42 29 59 2
30 3 47 0
68 29 59 1
2 17 6 1
16 40 5 2
45 25 29 2
38 32 10 2
59 26 4 2
11 43 4 1
36 29 23 1
18 3 5 2
6 1 12 1
4 0 1 2
34 19 20 1
11 8 15 1
9 9 2 1
34 25 59 1
20 2 43 0
13 0 5 2
10 0 6 1
10 7 66 1
